FrameNumber,X,Y
36,2.097055,4.6282988
36,2.1777108,4.80631
36,1.9631956,4.739573
36,2.0005898,4.8298507
36,2.0192869,4.874989
36,1.7726494,4.7098165
36,1.8070698,4.8012695
36,1.8414901,4.892722
36,1.8587003,4.9384484
36,1.5704849,4.626499
36,1.6018945,4.7190294
36,1.6175994,4.765294
36,1.4182692,4.6754074
36,1.4466345,4.7689157
36,1.4608172,4.8156695
36,1.2898256,4.8136945
36,1.3024709,4.8608875
FrameNumber,X,Y
37,2.268975,4.601026
37,2.1172187,4.6728015
37,1.9631956,4.739573
37,1.8242799,4.846996
37,1.8587003,4.9384484
37,1.6018945,4.7190294
37,1.6175994,4.765294
37,1.6647139,4.904089
37,1.4466345,4.7689157
37,1.4608172,4.8156695
37,1.3024709,4.8608875
FrameNumber,X,Y
38,2.0383162,2.0383162
38,1.970533,2.103917
38,2.39527,4.4812355
38,2.2473657,4.557207
38,2.268975,4.601026
38,2.097055,4.6282988
38,2.1172187,4.6728015
38,1.9444985,4.694434
38,2.0005898,4.8298507
38,1.7898597,4.755543
38,1.8414901,4.892722
38,1.8587003,4.9384484
38,1.6018945,4.7190294
38,1.6175994,4.765294
38,1.6333042,4.8115597
38,1.6804188,4.9503546
38,1.6961236,4.996619
38,1.4466345,4.7689157
38,1.4608172,4.8156695
38,1.475,4.862424
FrameNumber,X,Y
39,2.268975,4.601026
39,2.2905843,4.6448455
39,2.1172187,4.6728015
39,2.1373827,4.717304
39,1.9818926,4.7847114
39,2.0005898,4.8298507
39,1.7726494,4.7098165
39,1.7898597,4.755543
39,1.8242799,4.846996
39,1.8414901,4.892722
39,1.8587003,4.9384484
39,1.6175994,4.765294
39,1.6333042,4.8115597
39,1.6647139,4.904089
39,1.6804188,4.9503546
39,1.4608172,4.8156695
39,1.475,4.862424
39,1.3024709,4.8608875
39,1.3151163,4.9080806
FrameNumber,X,Y
40,1.970533,2.103917
40,2.268975,4.601026
40,2.2905843,4.6448455
40,2.1172187,4.6728015
40,2.1373827,4.717304
40,2.1575468,4.7618074
40,1.9631956,4.739573
40,1.9818926,4.7847114
40,2.0005898,4.8298507
40,1.7554393,4.66409
40,1.7726494,4.7098165
40,1.7898597,4.755543
40,1.6018945,4.7190294
40,1.6175994,4.765294
40,1.6333042,4.8115597
40,1.4466345,4.7689157
40,1.4608172,4.8156695
40,1.475,4.862424
40,1.3024709,4.8608875
40,1.3151163,4.9080806
40,1.1427298,4.9009004
FrameNumber,X,Y
41,1.970533,2.103917
41,2.4413328,4.567413
41,2.2905843,4.6448455
41,2.3121936,4.688665
41,2.1575468,4.7618074
41,2.1777108,4.80631
41,2.0005898,4.8298507
41,2.0192869,4.874989
41,1.8414901,4.892722
41,1.8587003,4.9384484
41,1.6175994,4.765294
41,1.6333042,4.8115597
41,1.6804188,4.9503546
41,1.6961236,4.996619
41,1.4324518,4.7221613
41,1.4466345,4.7689157
41,1.4608172,4.8156695
41,1.475,4.862424
41,1.2771802,4.766501
41,1.2898256,4.8136945
41,1.3024709,4.8608875
41,1.3151163,4.9080806
41,1.1538242,4.948482
FrameNumber,X,Y
42,2.4413328,4.567413
42,2.2905843,4.6448455
42,2.3121936,4.688665
42,2.333803,4.732484
42,2.1373827,4.717304
42,2.1777108,4.80631
42,2.0192869,4.874989
42,2.0379841,4.9201283
42,1.5704849,4.626499
42,1.5861896,4.6727643
42,1.6018945,4.7190294
42,1.6175994,4.765294
42,1.6333042,4.8115597
42,1.4182692,4.6754074
42,1.4324518,4.7221613
42,1.4466345,4.7689157
42,1.4608172,4.8156695
42,1.475,4.862424
42,1.2771802,4.766501
42,1.2898256,4.8136945
42,1.3024709,4.8608875
42,1.3151163,4.9080806
42,1.1538242,4.948482
FrameNumber,X,Y
43,2.4873958,4.65359
43,2.3121936,4.688665
43,2.333803,4.732484
43,2.3554122,4.776304
43,2.1575468,4.7618074
43,2.1777108,4.80631
43,2.1978748,4.850813
43,2.2180388,4.8953156
43,2.2382026,4.9398184
43,2.0379841,4.9201283
43,2.0566812,4.9652667
43,2.0753782,5.0104055
43,1.8414901,4.892722
43,1.8587003,4.9384484
43,1.8931208,5.0299015
43,1.6175994,4.765294
43,1.6333042,4.8115597
43,1.6804188,4.9503546
43,1.4182692,4.6754074
43,1.4466345,4.7689157
43,1.4608172,4.8156695
43,1.475,4.862424
43,1.2645348,4.7193084
43,1.3024709,4.8608875
43,1.3151163,4.9080806
43,1.1538242,4.948482
FrameNumber,X,Y
44,1.970533,2.103917
44,2.333803,4.732484
44,2.3554122,4.776304
44,2.1575468,4.7618074
44,2.1978748,4.850813
44,2.0005898,4.8298507
44,2.0379841,4.9201283
44,2.0753782,5.0104055
44,1.7726494,4.7098165
44,1.7898597,4.755543
44,1.8414901,4.892722
44,1.8587003,4.9384484
44,1.5861896,4.6727643
44,1.6175994,4.765294
44,1.6333042,4.8115597
44,1.6804188,4.9503546
44,1.4324518,4.7221613
44,1.4608172,4.8156695
44,1.475,4.862424
44,1.2771802,4.766501
44,1.3024709,4.8608875
44,1.3151163,4.9080806
44,1.1427298,4.9009004
FrameNumber,X,Y
45,2.0383162,2.0383162
45,1.970533,2.103917
45,2.5334587,4.739768
45,2.3554122,4.776304
45,2.3770216,4.8201227
45,2.1978748,4.850813
45,2.2180388,4.8953156
45,2.0379841,4.9201283
45,1.8070698,4.8012695
45,1.8414901,4.892722
45,1.8587003,4.9384484
45,1.8759106,4.984175
45,1.6490091,4.8578243
45,1.6804188,4.9503546
45,1.6961236,4.996619
45,1.4608172,4.8156695
45,1.4891826,4.909178
45,1.5175481,5.002686
45,1.3024709,4.8608875
45,1.3277617,4.9552736
45,1.1427298,4.9009004
FrameNumber,X,Y
46,2.5104272,4.6966796
46,2.5334587,4.739768
46,2.3554122,4.776304
46,2.3770216,4.8201227
46,2.1978748,4.850813
46,2.2180388,4.8953156
46,1.9818926,4.7847114
46,2.0005898,4.8298507
46,2.0379841,4.9201283
46,2.0566812,4.9652667
46,1.8070698,4.8012695
46,1.8242799,4.846996
46,1.8414901,4.892722
46,1.8759106,4.984175
46,1.8931208,5.0299015
46,1.6175994,4.765294
46,1.6333042,4.8115597
46,1.6490091,4.8578243
46,1.6647139,4.904089
46,1.7118285,5.0428843
46,1.4324518,4.7221613
46,1.4466345,4.7689157
46,1.4608172,4.8156695
46,1.475,4.862424
46,1.4891826,4.909178
46,1.2771802,4.766501
46,1.2898256,4.8136945
46,1.3024709,4.8608875
46,1.3151163,4.9080806
46,1.1205407,4.805737
46,1.1427298,4.9009004
46,1.1538242,4.948482
46,0.9912967,4.983585
FrameNumber,X,Y
47,1.970533,2.103917
47,2.55649,4.7828565
47,2.3770216,4.8201227
47,2.3986306,4.8639417
47,2.2180388,4.8953156
47,1.9818926,4.7847114
47,2.0005898,4.8298507
47,2.0566812,4.9652667
47,1.7898597,4.755543
47,1.8070698,4.8012695
47,1.8242799,4.846996
47,1.8414901,4.892722
47,1.8587003,4.9384484
47,1.6175994,4.765294
47,1.6333042,4.8115597
47,1.6490091,4.8578243
47,1.6647139,4.904089
47,1.6804188,4.9503546
47,1.6961236,4.996619
47,1.4608172,4.8156695
47,1.475,4.862424
47,1.3024709,4.8608875
47,1.3151163,4.9080806
47,1.1427298,4.9009004
47,1.1538242,4.948482
47,0.9912967,4.983585
FrameNumber,X,Y
48,2.5334587,4.739768
48,2.55649,4.7828565
48,2.3770216,4.8201227
48,2.3986306,4.8639417
48,2.1978748,4.850813
48,2.2180388,4.8953156
48,2.2382026,4.9398184
48,2.0379841,4.9201283
48,1.7726494,4.7098165
48,1.8070698,4.8012695
48,1.8242799,4.846996
48,1.8587003,4.9384484
48,1.6018945,4.7190294
48,1.6175994,4.765294
48,1.6333042,4.8115597
48,1.6490091,4.8578243
48,1.6647139,4.904089
48,1.6961236,4.996619
48,1.4466345,4.7689157
48,1.4608172,4.8156695
48,1.475,4.862424
48,1.5033653,4.9559317
48,1.2898256,4.8136945
48,1.3024709,4.8608875
48,1.3151163,4.9080806
48,1.3404069,5.0024667
48,1.1427298,4.9009004
48,1.1538242,4.948482
48,1.1760131,5.043645
48,0.9817649,4.9356656
48,0.9912967,4.983585
FrameNumber,X,Y
49,2.0383162,2.0383162
49,1.970533,2.103917
49,2.711612,4.6966496
49,2.736041,4.738962
49,2.55649,4.7828565
49,2.5795217,4.825946
49,2.3986306,4.8639417
49,2.4202402,4.9077616
49,2.1373827,4.717304
49,2.2382026,4.9398184
49,2.2583668,4.9843216
49,1.9818926,4.7847114
49,1.7726494,4.7098165
49,1.8070698,4.8012695
49,1.8242799,4.846996
49,1.8414901,4.892722
49,1.8587003,4.9384484
49,1.6175994,4.765294
49,1.6333042,4.8115597
49,1.6490091,4.8578243
49,1.6647139,4.904089
49,1.6804188,4.9503546
49,1.6961236,4.996619
49,1.4466345,4.7689157
49,1.4608172,4.8156695
49,1.475,4.862424
49,1.4891826,4.909178
49,1.5033653,4.9559317
49,1.2898256,4.8136945
49,1.3024709,4.8608875
49,1.3151163,4.9080806
49,1.3277617,4.9552736
49,1.1316353,4.853319
49,1.1427298,4.9009004
49,1.1538242,4.948482
49,0.9817649,4.9356656
49,0.9912967,4.983585
FrameNumber,X,Y
50,2.0383162,2.0383162
50,1.9371341,2.0682573
50,1.970533,2.103917
50,2.736041,4.738962
50,2.5795217,4.825946
50,2.602553,4.8690343
50,1.9444985,4.694434
50,1.9631956,4.739573
50,1.7726494,4.7098165
50,1.7898597,4.755543
50,1.8070698,4.8012695
50,1.8242799,4.846996
50,1.8587003,4.9384484
50,1.6175994,4.765294
50,1.6333042,4.8115597
50,1.6490091,4.8578243
50,1.6647139,4.904089
50,1.6804188,4.9503546
50,1.6961236,4.996619
50,1.4608172,4.8156695
50,1.475,4.862424
50,1.4891826,4.909178
50,1.5033653,4.9559317
50,1.2771802,4.766501
50,1.3024709,4.8608875
50,1.3151163,4.9080806
50,1.3277617,4.9552736
50,1.1427298,4.9009004
50,1.1538242,4.948482
50,1.1649187,4.9960637
50,0.9817649,4.9356656
50,0.9912967,4.983585
50,1.0008284,5.0315037
50,0.8356663,5.061556
FrameNumber,X,Y
51,2.0383162,2.0383162
51,1.970533,2.103917
51,2.736041,4.738962
51,2.76047,4.781274
51,2.5795217,4.825946
51,2.602553,4.8690343
51,2.4202402,4.9077616
51,2.4418492,4.9515805
51,1.9444985,4.694434
51,1.9631956,4.739573
51,1.7726494,4.7098165
51,1.7898597,4.755543
51,1.8070698,4.8012695
51,1.8242799,4.846996
51,1.8414901,4.892722
51,1.8587003,4.9384484
51,1.8759106,4.984175
51,1.6175994,4.765294
51,1.6333042,4.8115597
51,1.6490091,4.8578243
51,1.6647139,4.904089
51,1.6804188,4.9503546
51,1.6961236,4.996619
51,1.7118285,5.0428843
51,1.4608172,4.8156695
51,1.475,4.862424
51,1.4891826,4.909178
51,1.5033653,4.9559317
51,1.5175481,5.002686
51,1.5317307,5.04944
51,1.2771802,4.766501
51,1.3024709,4.8608875
51,1.3151163,4.9080806
51,1.3277617,4.9552736
51,1.3530523,5.0496597
51,1.3656976,5.096853
51,1.1538242,4.948482
51,1.1649187,4.9960637
51,0.9912967,4.983585
51,1.0008284,5.0315037
FrameNumber,X,Y
52,1.970533,2.103917
52,2.736041,4.738962
52,2.76047,4.781274
52,2.5795217,4.825946
52,2.602553,4.8690343
52,2.4202402,4.9077616
52,2.4418492,4.9515805
52,1.9444985,4.694434
52,1.9631956,4.739573
52,1.9818926,4.7847114
52,2.0192869,4.874989
52,1.7726494,4.7098165
52,1.7898597,4.755543
52,1.8070698,4.8012695
52,1.8242799,4.846996
52,1.8414901,4.892722
52,1.8587003,4.9384484
52,1.8759106,4.984175
52,1.6175994,4.765294
52,1.6333042,4.8115597
52,1.6490091,4.8578243
52,1.6647139,4.904089
52,1.6804188,4.9503546
52,1.6961236,4.996619
52,1.7118285,5.0428843
52,1.4466345,4.7689157
52,1.4608172,4.8156695
52,1.475,4.862424
52,1.4891826,4.909178
52,1.5033653,4.9559317
52,1.5175481,5.002686
52,1.5317307,5.04944
52,1.5459135,5.0961943
52,1.2898256,4.8136945
52,1.3024709,4.8608875
52,1.3151163,4.9080806
52,1.3277617,4.9552736
52,1.3530523,5.0496597
52,1.3656976,5.096853
52,1.378343,5.1440463
52,1.1316353,4.853319
52,1.1538242,4.948482
52,1.1649187,4.9960637
52,1.1871077,5.091227
FrameNumber,X,Y
53,2.0383162,2.0383162
53,1.970533,2.103917
53,2.784899,4.8235865
53,2.6255844,4.912123
53,2.4634588,4.9954
53,1.9258013,4.6492953
53,1.9631956,4.739573
53,1.9818926,4.7847114
53,1.7554393,4.66409
53,1.7726494,4.7098165
53,1.7898597,4.755543
53,1.8070698,4.8012695
53,1.8242799,4.846996
53,1.8414901,4.892722
53,1.8587003,4.9384484
53,1.6018945,4.7190294
53,1.6175994,4.765294
53,1.6333042,4.8115597
53,1.6490091,4.8578243
53,1.6647139,4.904089
53,1.6804188,4.9503546
53,1.6961236,4.996619
53,1.7118285,5.0428843
53,1.4466345,4.7689157
53,1.4608172,4.8156695
53,1.475,4.862424
53,1.4891826,4.909178
53,1.5033653,4.9559317
53,1.5175481,5.002686
53,1.5317307,5.04944
53,1.5459135,5.0961943
53,1.2898256,4.8136945
53,1.3024709,4.8608875
53,1.3277617,4.9552736
53,1.3404069,5.0024667
53,1.3530523,5.0496597
53,1.3656976,5.096853
53,1.378343,5.1440463
53,1.1316353,4.853319
53,1.1649187,4.9960637
53,1.1871077,5.091227
53,1.2092966,5.18639
53,1.0008284,5.0315037
FrameNumber,X,Y
54,2.1172187,4.6728015
54,1.9258013,4.6492953
54,1.9631956,4.739573
54,1.9818926,4.7847114
54,1.7726494,4.7098165
54,1.7898597,4.755543
54,1.8070698,4.8012695
54,1.8242799,4.846996
54,1.8587003,4.9384484
54,1.6175994,4.765294
54,1.6333042,4.8115597
54,1.6490091,4.8578243
54,1.6647139,4.904089
54,1.6804188,4.9503546
54,1.6961236,4.996619
54,1.4608172,4.8156695
54,1.475,4.862424
54,1.4891826,4.909178
54,1.5033653,4.9559317
54,1.5175481,5.002686
54,1.5317307,5.04944
54,1.2898256,4.8136945
54,1.3024709,4.8608875
54,1.3277617,4.9552736
54,1.3404069,5.0024667
54,1.3530523,5.0496597
54,1.3656976,5.096853
54,1.1427298,4.9009004
54,1.1649187,4.9960637
54,1.1760131,5.043645
54,1.198202,5.1388083
54,0.9817649,4.9356656
54,1.0008284,5.0315037
54,1.01036,5.0794225
FrameNumber,X,Y
55,2.0383162,2.0383162
55,1.970533,2.103917
55,1.9006399,2.1672645
55,2.1172187,4.6728015
55,1.9631956,4.739573
55,1.7726494,4.7098165
55,1.7898597,4.755543
55,1.8070698,4.8012695
55,1.8242799,4.846996
55,1.8414901,4.892722
55,1.8587003,4.9384484
55,1.6175994,4.765294
55,1.6333042,4.8115597
55,1.6490091,4.8578243
55,1.6647139,4.904089
55,1.6804188,4.9503546
55,1.6961236,4.996619
55,1.4466345,4.7689157
55,1.4608172,4.8156695
55,1.475,4.862424
55,1.4891826,4.909178
55,1.5033653,4.9559317
55,1.5175481,5.002686
55,1.5317307,5.04944
55,1.5459135,5.0961943
55,1.2898256,4.8136945
55,1.3024709,4.8608875
55,1.3151163,4.9080806
55,1.3277617,4.9552736
55,1.3404069,5.0024667
55,1.3530523,5.0496597
55,1.3656976,5.096853
55,1.378343,5.1440463
55,1.1316353,4.853319
55,1.1538242,4.948482
55,1.1649187,4.9960637
55,1.1760131,5.043645
55,1.1871077,5.091227
55,1.198202,5.1388083
55,1.2092966,5.18639
55,1.0008284,5.0315037
55,1.01036,5.0794225
55,1.0198917,5.127342
55,1.0294235,5.175261
55,0.8356663,5.061556
55,0.843625,5.109761
55,0.8595424,5.206172
FrameNumber,X,Y
56,2.0383162,2.0383162
56,1.970533,2.103917
56,1.9006399,2.1672645
56,2.784899,4.8235865
56,2.6255844,4.912123
56,1.9444985,4.694434
56,1.9631956,4.739573
56,1.7554393,4.66409
56,1.7726494,4.7098165
56,1.7898597,4.755543
56,1.8070698,4.8012695
56,1.8414901,4.892722
56,1.6018945,4.7190294
56,1.6175994,4.765294
56,1.6333042,4.8115597
56,1.6490091,4.8578243
56,1.6804188,4.9503546
56,1.6961236,4.996619
56,1.7118285,5.0428843
56,1.4466345,4.7689157
56,1.4608172,4.8156695
56,1.475,4.862424
56,1.4891826,4.909178
56,1.5033653,4.9559317
56,1.5175481,5.002686
56,1.5317307,5.04944
56,1.5459135,5.0961943
56,1.2898256,4.8136945
56,1.3024709,4.8608875
56,1.3277617,4.9552736
56,1.3404069,5.0024667
56,1.3530523,5.0496597
56,1.3656976,5.096853
56,1.1316353,4.853319
56,1.1427298,4.9009004
56,1.1649187,4.9960637
56,1.1760131,5.043645
56,1.198202,5.1388083
56,0.9817649,4.9356656
56,1.0008284,5.0315037
56,1.01036,5.0794225
56,1.0294235,5.175261
56,0.8356663,5.061556
56,0.8595424,5.206172
FrameNumber,X,Y
57,2.6486158,4.955212
57,1.9444985,4.694434
57,1.9631956,4.739573
57,1.7382289,4.618364
57,1.7554393,4.66409
57,1.7726494,4.7098165
57,1.7898597,4.755543
57,1.8070698,4.8012695
57,1.8242799,4.846996
57,1.8414901,4.892722
57,1.5861896,4.6727643
57,1.6018945,4.7190294
57,1.6175994,4.765294
57,1.6333042,4.8115597
57,1.6490091,4.8578243
57,1.6647139,4.904089
57,1.6804188,4.9503546
57,1.4324518,4.7221613
57,1.4466345,4.7689157
57,1.4608172,4.8156695
57,1.475,4.862424
57,1.4891826,4.909178
57,1.5033653,4.9559317
57,1.5175481,5.002686
57,1.5317307,5.04944
57,1.2898256,4.8136945
57,1.3024709,4.8608875
57,1.3151163,4.9080806
57,1.3277617,4.9552736
57,1.3404069,5.0024667
57,1.3530523,5.0496597
57,1.3656976,5.096853
57,1.1427298,4.9009004
57,1.1649187,4.9960637
57,1.1760131,5.043645
57,1.1871077,5.091227
57,1.198202,5.1388083
57,1.0008284,5.0315037
57,1.01036,5.0794225
57,1.0198917,5.127342
57,1.0294235,5.175261
57,1.0389552,5.2231803
57,0.8595424,5.206172
57,0.86750126,5.2543774
FrameNumber,X,Y
58,2.0383162,2.0383162
58,1.970533,2.103917
58,1.9006399,2.1672645
58,2.8093278,4.8658986
58,2.6486158,4.955212
58,2.1172187,4.6728015
58,1.9071043,4.6041565
58,1.9258013,4.6492953
58,1.9444985,4.694434
58,1.9631956,4.739573
58,1.7382289,4.618364
58,1.7554393,4.66409
58,1.7726494,4.7098165
58,1.7898597,4.755543
58,1.8070698,4.8012695
58,1.8242799,4.846996
58,1.5861896,4.6727643
58,1.6018945,4.7190294
58,1.6175994,4.765294
58,1.6333042,4.8115597
58,1.6490091,4.8578243
58,1.6647139,4.904089
58,1.4324518,4.7221613
58,1.4466345,4.7689157
58,1.4608172,4.8156695
58,1.475,4.862424
58,1.4891826,4.909178
58,1.5033653,4.9559317
58,1.5175481,5.002686
58,1.2898256,4.8136945
58,1.3024709,4.8608875
58,1.3151163,4.9080806
58,1.3404069,5.0024667
58,1.3530523,5.0496597
58,1.3656976,5.096853
58,1.1316353,4.853319
58,1.1427298,4.9009004
58,1.1538242,4.948482
58,1.1760131,5.043645
58,1.1871077,5.091227
58,1.198202,5.1388083
58,1.01036,5.0794225
58,1.0198917,5.127342
58,1.0294235,5.175261
58,0.843625,5.109761
58,0.8595424,5.206172
58,0.8754599,5.3025827
FrameNumber,X,Y
59,2.6255844,4.912123
59,2.6486158,4.955212
59,2.4634588,4.9954
59,2.097055,4.6282988
59,2.1172187,4.6728015
59,2.2986948,5.0733275
59,1.9071043,4.6041565
59,1.9258013,4.6492953
59,1.9444985,4.694434
59,1.9631956,4.739573
59,1.9818926,4.7847114
59,1.7382289,4.618364
59,1.7554393,4.66409
59,1.7726494,4.7098165
59,1.7898597,4.755543
59,1.8070698,4.8012695
59,1.8242799,4.846996
59,1.5861896,4.6727643
59,1.6018945,4.7190294
59,1.6175994,4.765294
59,1.6333042,4.8115597
59,1.6490091,4.8578243
59,1.6647139,4.904089
59,1.6804188,4.9503546
59,1.4324518,4.7221613
59,1.4608172,4.8156695
59,1.475,4.862424
59,1.4891826,4.909178
59,1.5033653,4.9559317
59,1.5175481,5.002686
59,1.2771802,4.766501
59,1.3024709,4.8608875
59,1.3151163,4.9080806
59,1.3277617,4.9552736
59,1.3404069,5.0024667
59,1.3530523,5.0496597
59,1.378343,5.1440463
59,1.1427298,4.9009004
59,1.1538242,4.948482
59,1.1649187,4.9960637
59,1.1760131,5.043645
59,1.1871077,5.091227
59,1.198202,5.1388083
59,1.2092966,5.18639
59,0.9912967,4.983585
59,1.01036,5.0794225
59,1.0198917,5.127342
59,1.0294235,5.175261
59,1.0389552,5.2231803
59,0.86750126,5.2543774
FrameNumber,X,Y
60,2.0037684,2.0037684
60,2.0383162,2.0383162
60,1.9371341,2.0682573
60,1.970533,2.103917
60,1.9006399,2.1672645
60,2.5066772,5.0830383
60,1.8884071,4.5590177
60,1.9071043,4.6041565
60,1.9444985,4.694434
60,1.9631956,4.739573
60,1.7210188,4.5726376
60,1.7382289,4.618364
60,1.7554393,4.66409
60,1.7726494,4.7098165
60,1.7898597,4.755543
60,1.8070698,4.8012695
60,1.5704849,4.626499
60,1.5861896,4.6727643
60,1.6018945,4.7190294
60,1.6175994,4.765294
60,1.6333042,4.8115597
60,1.6490091,4.8578243
60,1.6647139,4.904089
60,1.6804188,4.9503546
60,1.4324518,4.7221613
60,1.4466345,4.7689157
60,1.4608172,4.8156695
60,1.475,4.862424
60,1.4891826,4.909178
60,1.5033653,4.9559317
60,1.5175481,5.002686
60,1.3024709,4.8608875
60,1.3151163,4.9080806
60,1.3277617,4.9552736
60,1.3404069,5.0024667
60,1.3530523,5.0496597
60,1.1427298,4.9009004
60,1.1538242,4.948482
60,1.1649187,4.9960637
60,1.1760131,5.043645
60,1.1871077,5.091227
60,1.2092966,5.18639
60,0.9912967,4.983585
60,1.0008284,5.0315037
60,1.0389552,5.2231803
60,0.86750126,5.2543774
FrameNumber,X,Y
61,2.0383162,2.0383162
61,1.9371341,2.0682573
61,1.970533,2.103917
61,1.9006399,2.1672645
61,1.9258013,4.6492953
61,1.9631956,4.739573
61,1.9818926,4.7847114
61,1.7210188,4.5726376
61,1.7382289,4.618364
61,1.7554393,4.66409
61,1.7726494,4.7098165
61,1.7898597,4.755543
61,1.8070698,4.8012695
61,1.8242799,4.846996
61,1.5704849,4.626499
61,1.5861896,4.6727643
61,1.6018945,4.7190294
61,1.6175994,4.765294
61,1.6333042,4.8115597
61,1.6490091,4.8578243
61,1.6647139,4.904089
61,1.4182692,4.6754074
61,1.4324518,4.7221613
61,1.4466345,4.7689157
61,1.4608172,4.8156695
61,1.475,4.862424
61,1.4891826,4.909178
61,1.5033653,4.9559317
61,1.5175481,5.002686
61,1.2771802,4.766501
61,1.3024709,4.8608875
61,1.3151163,4.9080806
61,1.3277617,4.9552736
61,1.3404069,5.0024667
61,1.3530523,5.0496597
61,1.3656976,5.096853
61,1.378343,5.1440463
61,1.3909883,5.1912394
61,1.1538242,4.948482
61,1.1649187,4.9960637
61,1.1760131,5.043645
61,1.1871077,5.091227
61,1.198202,5.1388083
61,1.2092966,5.18639
61,1.220391,5.2339716
61,0.9912967,4.983585
61,1.01036,5.0794225
61,1.0294235,5.175261
61,1.0389552,5.2231803
61,1.0484868,5.271099
61,0.8595424,5.206172
61,0.86750126,5.2543774
