X,Y,CentroidNumber
-1.582148,3.1778145,0
X,Y,CentroidNumber
-1.5793335,3.151993,0
X,Y,CentroidNumber
-1.4096422,3.1210263,0
X,Y,CentroidNumber
-1.4922645,3.1036508,0
X,Y,CentroidNumber
-1.5152942,3.1295624,0
X,Y,CentroidNumber
-1.503831,3.1220636,0
X,Y,CentroidNumber
-1.498258,3.1047544,0
X,Y,CentroidNumber
-1.5315328,3.0479636,0
X,Y,CentroidNumber
-1.499878,3.0607603,0
X,Y,CentroidNumber
-1.4999715,3.0706885,0
X,Y,CentroidNumber
-1.4978311,3.0577242,0
1.2559501,3.8192182,1
X,Y,CentroidNumber
-1.468384,3.0023003,0
X,Y,CentroidNumber
-1.4569715,3.0334582,0
1.2790939,3.763737,1
X,Y,CentroidNumber
-1.5313461,2.981321,0
X,Y,CentroidNumber
-1.4668955,2.9570272,0
X,Y,CentroidNumber
-1.5303897,2.9477453,0
X,Y,CentroidNumber
-1.5020334,2.9009423,0
X,Y,CentroidNumber
-1.5208763,2.9001157,0
X,Y,CentroidNumber
-1.4607205,2.8783164,0
X,Y,CentroidNumber
-1.4413755,2.8544633,0
X,Y,CentroidNumber
-1.5225958,2.8086505,0
X,Y,CentroidNumber
-1.4087968,2.7869692,0
X,Y,CentroidNumber
-1.4673492,2.783104,0
X,Y,CentroidNumber
-1.3620476,2.7473578,0
X,Y,CentroidNumber
-1.4745103,2.749126,0
X,Y,CentroidNumber
-1.4244916,2.7430646,0
X,Y,CentroidNumber
-1.4580773,2.6944067,0
X,Y,CentroidNumber
-1.4765102,2.6549509,0
X,Y,CentroidNumber
-1.5060759,2.6276,0
X,Y,CentroidNumber
-1.5027348,2.6096675,0
X,Y,CentroidNumber
-1.4723155,2.5278304,0
1.3689908,3.936406,1
X,Y,CentroidNumber
-1.4814197,2.5495758,0
X,Y,CentroidNumber
-1.5052934,2.4976945,0
1.6456252,4.1337385,1
X,Y,CentroidNumber
-1.4699826,2.492309,0
1.3633856,4.0115833,1
X,Y,CentroidNumber
-1.4813155,2.4822938,0
X,Y,CentroidNumber
-1.4057668,2.422528,0
1.3390174,4.1570716,1
X,Y,CentroidNumber
-1.4334172,2.3791769,0
1.5834963,4.283775,1
X,Y,CentroidNumber
-1.4101728,2.3484678,0
1.3437853,4.274193,1
X,Y,CentroidNumber
-1.4067392,2.3307588,0
1.3297069,4.231408,1
X,Y,CentroidNumber
-1.4728217,2.3148358,0
1.3553863,4.2842445,1
X,Y,CentroidNumber
-1.4219403,2.243145,0
1.3789129,4.361987,1
X,Y,CentroidNumber
-1.4305747,2.240154,0
1.3467209,4.373305,1
X,Y,CentroidNumber
-1.461795,2.1845078,0
1.5268376,4.406849,1
X,Y,CentroidNumber
-1.3256531,2.1240535,0
1.3243643,4.525313,1
X,Y,CentroidNumber
-1.4119645,2.0917375,0
1.4327906,4.517188,1
X,Y,CentroidNumber
-1.3694272,2.0814235,0
1.3073413,4.5183983,1
X,Y,CentroidNumber
-1.2908996,2.020318,0
1.271409,4.5911155,1
X,Y,CentroidNumber
-1.2736795,2.0204132,0
1.3202583,4.565002,1
X,Y,CentroidNumber
-1.2840812,2.0087442,0
1.2896776,4.560736,1
X,Y,CentroidNumber
-1.2424517,1.9852399,0
1.2905879,4.605157,1
X,Y,CentroidNumber
-1.27121,1.9590871,0
1.3222075,4.612708,1
X,Y,CentroidNumber
-1.1990094,1.9073621,0
1.7343788,4.634523,1
X,Y,CentroidNumber
-1.221383,1.9225452,0
1.3249676,4.6855774,1
X,Y,CentroidNumber
-1.1859622,1.8887384,0
1.3268993,4.6981487,1
X,Y,CentroidNumber
-1.1625744,1.8359636,0
X,Y,CentroidNumber
-1.1655416,1.8427957,0
X,Y,CentroidNumber
-1.0882839,1.7740048,0
X,Y,CentroidNumber
-1.1090419,1.7061144,0
1.3007983,4.952291,1
X,Y,CentroidNumber
-1.1050549,1.6244968,0
X,Y,CentroidNumber
-1.100044,1.6168976,0
1.2914761,4.9123282,1
X,Y,CentroidNumber
-1.0702835,1.6699433,0
1.6822865,4.946287,1
X,Y,CentroidNumber
-1.050713,1.6381904,0
X,Y,CentroidNumber
-0.98214173,1.6185778,0
1.8117489,4.926603,1
X,Y,CentroidNumber
-0.9869546,1.6062312,0
X,Y,CentroidNumber
-0.95407546,1.5911043,0
1.2991275,4.977078,1
X,Y,CentroidNumber
-0.97075903,1.6195446,0
X,Y,CentroidNumber
-0.9222023,1.562879,0
X,Y,CentroidNumber
-0.9446479,1.4939044,0
X,Y,CentroidNumber
-0.87860215,1.4543606,0
X,Y,CentroidNumber
-0.8900497,1.5145899,0
X,Y,CentroidNumber
-0.810725,1.4546301,0
X,Y,CentroidNumber
-0.77202684,1.4844177,0
X,Y,CentroidNumber
-0.7499545,1.408426,0
X,Y,CentroidNumber
-0.7063707,1.3855258,0
X,Y,CentroidNumber
-0.6668051,1.3852593,0
X,Y,CentroidNumber
-0.62557626,1.4167839,0
X,Y,CentroidNumber
-0.59852904,1.4088128,0
X,Y,CentroidNumber
-0.55532223,1.3864844,0
X,Y,CentroidNumber
-0.54328763,1.4181219,0
X,Y,CentroidNumber
-0.551416,1.3735833,0
X,Y,CentroidNumber
-0.50645983,1.3485767,0
X,Y,CentroidNumber
-0.45585746,1.3599881,0
X,Y,CentroidNumber
-0.42281455,1.3528218,0
X,Y,CentroidNumber
-0.3266308,1.2700806,0
X,Y,CentroidNumber
-0.35375583,1.3102803,0
X,Y,CentroidNumber
-0.3091253,1.295361,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.25973347,1.2872418,0
X,Y,CentroidNumber
-0.26555714,1.3344992,0
X,Y,CentroidNumber
-0.22497277,1.2980775,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.17776608,1.3265728,0
X,Y,CentroidNumber
0.20008604,1.3030767,0
X,Y,CentroidNumber
0.23095386,1.3349898,0
X,Y,CentroidNumber
0.24324948,1.3921615,0
X,Y,CentroidNumber
0.28483215,1.353936,0
X,Y,CentroidNumber
0.30946076,1.3555942,0
X,Y,CentroidNumber
0.3143595,1.3715119,0
X,Y,CentroidNumber
0.40238076,1.3456317,0
X,Y,CentroidNumber
0.40433872,1.3731428,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.44213918,1.384874,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.63023216,1.4443527,0
X,Y,CentroidNumber
0.6512934,1.4122568,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.72227657,1.4506202,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.8487973,1.468557,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
1.1873293,1.9537138,0
X,Y,CentroidNumber
-0.8361111,5.055184,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.81474096,4.9643245,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.92296547,4.948554,0
X,Y,CentroidNumber
-0.9431906,4.9336348,0
X,Y,CentroidNumber
-0.9821033,4.885646,0
X,Y,CentroidNumber
-0.9531919,4.8916035,0
X,Y,CentroidNumber
-0.99825853,4.850642,0
X,Y,CentroidNumber
1.332222,2.1533866,0
X,Y,CentroidNumber
1.5761383,2.229633,0
-0.96780795,4.7394834,1
X,Y,CentroidNumber
1.4712108,2.2587373,0
-1.1260939,4.7276816,1
X,Y,CentroidNumber
1.4945829,2.2759542,0
-1.1103625,4.6888285,1
X,Y,CentroidNumber
1.5055281,2.266544,0
-1.1422821,4.655013,1
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-1.1802515,4.5736675,0
X,Y,CentroidNumber
-1.1156015,4.5599103,0
X,Y,CentroidNumber
-1.1405897,4.513538,0
X,Y,CentroidNumber
-1.1021484,4.499691,0
X,Y,CentroidNumber
1.4306852,2.4352767,0
-1.1904863,4.431879,1
X,Y,CentroidNumber
-1.1116521,4.4312305,0
X,Y,CentroidNumber
-1.117717,4.370191,0
X,Y,CentroidNumber
1.5243464,2.5995023,0
-1.179803,4.3043027,1
X,Y,CentroidNumber
-1.1687901,4.3703322,0
X,Y,CentroidNumber
1.6771419,2.6821768,0
-1.1691091,4.2810616,1
X,Y,CentroidNumber
1.6399682,2.6852481,0
-1.2336133,4.2483115,1
X,Y,CentroidNumber
1.590556,2.6788502,0
-1.1857183,4.2095675,1
X,Y,CentroidNumber
1.6082295,2.7055116,0
-1.2061315,4.175091,1
X,Y,CentroidNumber
-1.475089,4.202247,0
X,Y,CentroidNumber
-1.3672003,4.094964,0
X,Y,CentroidNumber
-1.2634767,4.0847874,0
X,Y,CentroidNumber
-1.1777296,4.066047,0
X,Y,CentroidNumber
-1.5342706,4.012035,0
X,Y,CentroidNumber
-1.2322589,3.9567358,0
X,Y,CentroidNumber
-1.4790044,3.951349,0
X,Y,CentroidNumber
-1.4351848,3.901003,0
X,Y,CentroidNumber
-1.4462769,3.8865063,0
X,Y,CentroidNumber
-1.4391564,3.826589,0
X,Y,CentroidNumber
-1.6211365,3.7952409,0
X,Y,CentroidNumber
-1.5701667,3.7593622,0
X,Y,CentroidNumber
-1.6416013,3.7404883,0
X,Y,CentroidNumber
-1.6913658,3.7075515,0
X,Y,CentroidNumber
-1.5511762,3.683657,0
X,Y,CentroidNumber
-1.5156895,3.6370971,0
X,Y,CentroidNumber
-1.6243247,3.6007762,0
X,Y,CentroidNumber
-1.6214744,3.544611,0
X,Y,CentroidNumber
-1.635349,3.5021663,0
X,Y,CentroidNumber
-1.6069827,3.408681,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-1.4081277,3.3079112,0
1.6652954,3.6337328,1
X,Y,CentroidNumber
-1.305684,3.2495968,0
X,Y,CentroidNumber
-1.461729,3.2343822,0
1.6828239,3.6460795,1
X,Y,CentroidNumber
-1.5273126,3.1752534,0
1.7085656,3.726893,1
X,Y,CentroidNumber
-1.5421858,3.175225,0
X,Y,CentroidNumber
-1.3850423,3.1372411,0
X,Y,CentroidNumber
-1.3610038,3.0972707,0
X,Y,CentroidNumber
-1.4374695,3.043083,0
1.8202316,3.8655555,1
X,Y,CentroidNumber
-1.4721137,2.983677,0
1.8253939,3.830937,1
X,Y,CentroidNumber
-1.4976944,2.9486825,0
1.7622508,3.923019,1
X,Y,CentroidNumber
-1.5236061,2.9213066,0
1.80498,3.9660413,1
X,Y,CentroidNumber
-1.4922887,2.8833,0
1.7912521,4.003683,1
X,Y,CentroidNumber
-1.538146,2.8734329,0
1.7875683,3.9932761,1
X,Y,CentroidNumber
-1.6480275,2.8237855,0
1.8011671,4.098838,1
X,Y,CentroidNumber
-1.5280291,2.776371,0
1.8740299,4.0569005,1
X,Y,CentroidNumber
-1.5086083,2.8033004,0
1.795893,4.1520033,1
X,Y,CentroidNumber
-1.4619708,2.7329698,0
1.8174796,4.243301,1
X,Y,CentroidNumber
-1.4850681,2.6869133,0
1.8633221,4.2156057,1
X,Y,CentroidNumber
-1.5386164,2.6943521,0
1.8672088,4.243511,1
X,Y,CentroidNumber
-1.5087665,2.624517,0
1.8358831,4.216252,1
X,Y,CentroidNumber
-1.5562013,2.564535,0
1.7192161,4.3158603,1
X,Y,CentroidNumber
-1.550662,2.551054,0
1.8127999,4.3465524,1
X,Y,CentroidNumber
-1.6282239,2.5173008,0
1.7743341,4.3737364,1
X,Y,CentroidNumber
-1.5624201,2.4826078,0
1.8248031,4.400034,1
X,Y,CentroidNumber
-1.505578,2.439081,0
X,Y,CentroidNumber
-1.4468205,2.4366877,0
X,Y,CentroidNumber
-1.3999628,2.3991902,0
1.6848128,4.5084653,1
X,Y,CentroidNumber
-1.3462883,2.3491597,0
1.4031873,4.555543,1
X,Y,CentroidNumber
-1.429731,2.325823,0
1.7174658,4.595884,1
X,Y,CentroidNumber
-1.3604145,2.2929797,0
X,Y,CentroidNumber
-1.2694842,2.29427,0
X,Y,CentroidNumber
-1.306802,2.2163835,0
X,Y,CentroidNumber
-1.3287432,2.223453,0
X,Y,CentroidNumber
-1.302904,2.1407492,0
1.5602822,4.68576,1
X,Y,CentroidNumber
-1.2837422,2.0405402,0
1.7007617,4.737063,1
X,Y,CentroidNumber
-1.2909579,2.014091,0
1.6568369,4.757227,1
X,Y,CentroidNumber
-1.2862538,1.9758755,0
1.6289544,4.794059,1
X,Y,CentroidNumber
-1.2606425,1.9352254,0
1.3699939,4.8234906,1
X,Y,CentroidNumber
-1.2565885,1.9115808,0
1.3249384,4.8321023,1
X,Y,CentroidNumber
-1.2534901,1.9650909,0
1.2825216,4.8785157,1
X,Y,CentroidNumber
-1.2444667,1.8680192,0
1.3103538,4.909478,1
X,Y,CentroidNumber
-1.2484301,1.8462296,0
X,Y,CentroidNumber
-1.1988622,1.8550968,0
1.2265393,4.9086766,1
X,Y,CentroidNumber
-1.1858674,1.8146241,0
X,Y,CentroidNumber
-1.1234267,1.7506481,0
1.2102996,4.947841,1
X,Y,CentroidNumber
-1.1228688,1.749696,0
X,Y,CentroidNumber
-1.102981,1.7112155,0
X,Y,CentroidNumber
-1.0310338,1.668797,0
X,Y,CentroidNumber
-1.0227101,1.680131,0
X,Y,CentroidNumber
-0.96912944,1.6172079,0
X,Y,CentroidNumber
-0.9670672,1.6713473,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.9204158,1.6201293,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.87396365,1.5563108,0
X,Y,CentroidNumber
-0.84176254,1.5015993,0
X,Y,CentroidNumber
-0.84355074,1.539368,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.74020374,1.3916987,0
X,Y,CentroidNumber
-0.71669495,1.3675092,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.69580436,1.4037216,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.6180742,1.3038858,0
X,Y,CentroidNumber
-0.59169114,1.3021123,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.50143695,1.2847531,0
X,Y,CentroidNumber
-0.46979654,1.3043115,0
X,Y,CentroidNumber
-0.4187469,1.2854576,0
X,Y,CentroidNumber
-0.3912479,1.3392204,0
X,Y,CentroidNumber
-0.3499724,1.3938518,0
X,Y,CentroidNumber
-0.32107106,1.3818235,0
X,Y,CentroidNumber
-0.2802515,1.3761348,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.20668216,1.3732009,0
X,Y,CentroidNumber
0.2177041,1.3649647,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.2715647,1.4004556,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.4052981,1.5261813,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.79593414,1.7355692,0
-0.93637186,4.918288,1
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-1.0362706,4.905342,0
X,Y,CentroidNumber
-1.1144501,4.8529315,0
X,Y,CentroidNumber
-1.0918899,4.865904,0
X,Y,CentroidNumber
-1.0810314,4.8128047,0
X,Y,CentroidNumber
-1.0974925,4.7853966,0
X,Y,CentroidNumber
-1.1508994,4.757336,0
X,Y,CentroidNumber
-1.0789468,4.7426653,0
X,Y,CentroidNumber
-1.039371,4.7050853,0
X,Y,CentroidNumber
-1.0920675,4.6827145,0
X,Y,CentroidNumber
-1.0797955,4.6434646,0
X,Y,CentroidNumber
-1.3531255,4.597706,0
X,Y,CentroidNumber
-1.1705352,4.5957856,0
X,Y,CentroidNumber
-1.3090149,4.586562,0
X,Y,CentroidNumber
-1.3100213,4.5433655,0
X,Y,CentroidNumber
-1.2473452,4.494837,0
X,Y,CentroidNumber
-1.368476,4.497817,0
X,Y,CentroidNumber
-1.5932888,4.4605627,0
X,Y,CentroidNumber
-1.192503,4.4075713,0
X,Y,CentroidNumber
1.296158,2.3545926,0
-1.2203603,4.34698,1
X,Y,CentroidNumber
-1.3542948,4.3136644,0
X,Y,CentroidNumber
-1.5341296,4.267767,0
X,Y,CentroidNumber
-1.4496872,4.276455,0
X,Y,CentroidNumber
1.3628585,2.5183914,0
-1.3427037,4.22893,1
X,Y,CentroidNumber
-1.4563639,4.2053804,0
X,Y,CentroidNumber
-1.3308582,4.1771884,0
X,Y,CentroidNumber
-1.5412143,4.1744876,0
X,Y,CentroidNumber
-1.4406776,4.154783,0
X,Y,CentroidNumber
-1.4437592,4.104337,0
X,Y,CentroidNumber
-1.3832494,4.0577445,0
X,Y,CentroidNumber
-1.5407261,4.040908,0
X,Y,CentroidNumber
-1.4715817,4.048746,0
X,Y,CentroidNumber
-1.5580195,4.0117044,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-1.3727696,3.8963878,0
X,Y,CentroidNumber
-1.3864413,3.853206,0
X,Y,CentroidNumber
-1.409084,3.825537,0
X,Y,CentroidNumber
-1.5532228,3.8181803,0
X,Y,CentroidNumber
-1.5331591,3.7711022,0
X,Y,CentroidNumber
-1.5657516,3.72968,0
X,Y,CentroidNumber
-1.6539198,3.6841507,0
X,Y,CentroidNumber
-1.6041511,3.6937683,0
X,Y,CentroidNumber
-1.6291875,3.621759,0
X,Y,CentroidNumber
-1.6196384,3.6191528,0
X,Y,CentroidNumber
-1.7039953,3.5691466,0
X,Y,CentroidNumber
-1.7539527,3.5625536,0
X,Y,CentroidNumber
-1.7355725,3.529394,0
X,Y,CentroidNumber
-1.6549325,3.4772234,0
X,Y,CentroidNumber
-1.6730994,3.4028616,0
X,Y,CentroidNumber
-1.6783464,3.383493,0
X,Y,CentroidNumber
-1.5707761,3.316618,0
X,Y,CentroidNumber
-1.5241433,3.302986,0
X,Y,CentroidNumber
-1.525059,3.2696688,0
X,Y,CentroidNumber
-1.5662936,3.210177,0
X,Y,CentroidNumber
-1.6061488,3.2039587,0
X,Y,CentroidNumber
-1.5041968,3.2080584,0
X,Y,CentroidNumber
-1.5909561,3.1671264,0
X,Y,CentroidNumber
-1.3965286,3.119233,0
X,Y,CentroidNumber
-1.5736675,3.1251936,0
X,Y,CentroidNumber
-1.5757343,3.06184,0
X,Y,CentroidNumber
-1.5008523,3.0532317,0
X,Y,CentroidNumber
-1.5384395,3.0033882,0
X,Y,CentroidNumber
-1.5427755,2.9381628,0
X,Y,CentroidNumber
-1.5425947,2.8831015,0
X,Y,CentroidNumber
-1.5070825,2.8337102,0
X,Y,CentroidNumber
-1.5467575,2.8713155,0
X,Y,CentroidNumber
-1.5695746,2.8300166,0
X,Y,CentroidNumber
-1.4868174,2.778065,0
X,Y,CentroidNumber
-1.5329717,2.7320974,0
X,Y,CentroidNumber
-1.5027248,2.7169497,0
X,Y,CentroidNumber
-1.5547471,2.6716528,0
1.7807959,4.1402545,1
X,Y,CentroidNumber
1.7267596,4.188446,0
-1.5225208,2.6754506,1
X,Y,CentroidNumber
-1.449728,2.5816708,0
1.5831754,4.227582,1
X,Y,CentroidNumber
-1.4730762,2.5959835,0
1.6339214,4.2778273,1
X,Y,CentroidNumber
-1.5128689,2.5519018,0
1.6529193,4.3354225,1
X,Y,CentroidNumber
-1.4741565,2.4951236,0
1.385797,4.3605657,1
X,Y,CentroidNumber
-1.5547017,2.453959,0
1.4781858,4.359529,1
X,Y,CentroidNumber
-1.5028394,2.4241762,0
1.3828893,4.4135175,1
X,Y,CentroidNumber
-1.5274807,2.4061186,0
1.4039593,4.467258,1
X,Y,CentroidNumber
-1.5178496,2.356923,0
1.4735218,4.3972545,1
X,Y,CentroidNumber
-1.441516,2.3400536,0
1.6607335,4.472829,1
X,Y,CentroidNumber
-1.3793361,2.294322,0
X,Y,CentroidNumber
-1.4705472,2.285346,0
1.3692161,4.5128303,1
X,Y,CentroidNumber
-1.3376514,2.222772,0
1.4032742,4.581812,1
X,Y,CentroidNumber
-1.3659344,2.1892118,0
1.357786,4.591426,1
X,Y,CentroidNumber
-1.3808452,2.18329,0
1.6492206,4.649275,1
X,Y,CentroidNumber
-1.3708155,2.1237707,0
1.5630475,4.6748915,1
X,Y,CentroidNumber
-1.3232483,2.0652292,0
X,Y,CentroidNumber
-1.3284934,2.0663605,0
X,Y,CentroidNumber
-1.257602,2.0037167,0
1.7131718,4.719042,1
X,Y,CentroidNumber
-1.3237599,1.9729111,0
X,Y,CentroidNumber
-1.3737674,1.9440901,0
X,Y,CentroidNumber
-1.378673,1.8831415,0
X,Y,CentroidNumber
-1.3865995,1.8498725,0
X,Y,CentroidNumber
-1.3120884,1.8329505,0
X,Y,CentroidNumber
-1.2940742,1.7676133,0
X,Y,CentroidNumber
-1.3020992,1.8007786,0
X,Y,CentroidNumber
-1.240226,1.7717968,0
X,Y,CentroidNumber
-1.3085673,1.7712862,0
X,Y,CentroidNumber
-1.2602355,1.7217126,0
X,Y,CentroidNumber
-1.2238295,1.6509272,0
X,Y,CentroidNumber
-1.2168959,1.6362909,0
X,Y,CentroidNumber
-1.0994827,1.596766,0
X,Y,CentroidNumber
-1.119704,1.5971105,0
X,Y,CentroidNumber
-1.123548,1.5696874,0
X,Y,CentroidNumber
-1.0732785,1.5710243,0
X,Y,CentroidNumber
-1.0449979,1.5286006,0
X,Y,CentroidNumber
-1.0370239,1.4753504,0
X,Y,CentroidNumber
-1.02533,1.5278025,0
X,Y,CentroidNumber
-0.9880034,1.4763317,0
X,Y,CentroidNumber
-0.9558752,1.4343747,0
X,Y,CentroidNumber
-0.9105563,1.4351325,0
X,Y,CentroidNumber
-0.90067214,1.4527686,0
X,Y,CentroidNumber
-0.8690211,1.4050786,0
X,Y,CentroidNumber
-0.8371723,1.3781754,0
X,Y,CentroidNumber
-0.78272045,1.3144885,0
X,Y,CentroidNumber
-0.76910615,1.2954841,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.7035114,1.3117797,0
X,Y,CentroidNumber
-0.67555666,1.2153124,0
X,Y,CentroidNumber
-0.66820407,1.2337879,0
X,Y,CentroidNumber
-0.634461,1.231783,0
X,Y,CentroidNumber
-0.5621589,1.1581036,0
X,Y,CentroidNumber
-0.56564933,1.2331225,0
X,Y,CentroidNumber
-0.4906044,1.187779,0
X,Y,CentroidNumber
-0.46906823,1.178783,0
X,Y,CentroidNumber
-0.44554037,1.192825,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
-0.3355285,1.2543498,0
X,Y,CentroidNumber
-0.27801758,1.2184517,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.18763928,1.2495551,0
X,Y,CentroidNumber
0.22026777,1.2245375,0
X,Y,CentroidNumber
0.24536946,1.263171,0
X,Y,CentroidNumber
0.27769774,1.2447085,0
X,Y,CentroidNumber
0.2862795,1.2678884,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.35024157,1.3229965,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.4063373,1.3082911,0
X,Y,CentroidNumber
0.4204713,1.4042435,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.55797666,1.4536104,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
0.67187643,1.4771985,0
