,Eps,MinSamples,Misclassifications
258,0.5500000000000002,8.0,172.0
259,0.5500000000000002,9.0,186.0
260,0.5500000000000002,10.0,202.0
261,0.5500000000000002,11.0,209.0
262,0.5500000000000002,12.0,226.0
263,0.5500000000000002,13.0,237.0
264,0.5500000000000002,14.0,248.0
265,0.5500000000000002,15.0,268.0
266,0.5500000000000002,16.0,284.0
267,0.5500000000000002,17.0,301.0
268,0.5500000000000002,18.0,329.0
269,0.5500000000000002,19.0,340.0
270,0.5500000000000002,20.0,364.0
271,0.5500000000000002,21.0,385.0
272,0.5500000000000002,22.0,411.0
273,0.5500000000000002,23.0,425.0
274,0.5500000000000002,24.0,457.0
275,0.5500000000000002,25.0,480.0
276,0.5500000000000002,26.0,505.0
277,0.5500000000000002,27.0,527.0
278,0.5500000000000002,28.0,546.0
279,0.5500000000000002,29.0,564.0
280,0.6000000000000002,2.0,78.0
281,0.6000000000000002,3.0,91.0
282,0.6000000000000002,4.0,102.0
283,0.6000000000000002,5.0,118.0
284,0.6000000000000002,6.0,137.0
285,0.6000000000000002,7.0,149.0
286,0.6000000000000002,8.0,170.0
287,0.6000000000000002,9.0,184.0
288,0.6000000000000002,10.0,201.0
289,0.6000000000000002,11.0,209.0
290,0.6000000000000002,12.0,226.0
291,0.6000000000000002,13.0,237.0
292,0.6000000000000002,14.0,248.0
293,0.6000000000000002,15.0,268.0
294,0.6000000000000002,16.0,284.0
295,0.6000000000000002,17.0,301.0
296,0.6000000000000002,18.0,329.0
297,0.6000000000000002,19.0,340.0
298,0.6000000000000002,20.0,364.0
299,0.6000000000000002,21.0,385.0
300,0.6000000000000002,22.0,411.0
301,0.6000000000000002,23.0,424.0
302,0.6000000000000002,24.0,455.0
303,0.6000000000000002,25.0,480.0
304,0.6000000000000002,26.0,504.0
305,0.6000000000000002,27.0,527.0
306,0.6000000000000002,28.0,546.0
307,0.6000000000000002,29.0,562.0
308,0.6500000000000001,2.0,74.0
309,0.6500000000000001,3.0,89.0
310,0.6500000000000001,4.0,101.0
311,0.6500000000000001,5.0,118.0
312,0.6500000000000001,6.0,137.0
313,0.6500000000000001,7.0,149.0
314,0.6500000000000001,8.0,169.0
315,0.6500000000000001,9.0,183.0
316,0.6500000000000001,10.0,200.0
317,0.6500000000000001,11.0,209.0
318,0.6500000000000001,12.0,225.0
319,0.6500000000000001,13.0,236.0
320,0.6500000000000001,14.0,247.0
321,0.6500000000000001,15.0,268.0
322,0.6500000000000001,16.0,284.0
323,0.6500000000000001,17.0,301.0
324,0.6500000000000001,18.0,329.0
325,0.6500000000000001,19.0,340.0
326,0.6500000000000001,20.0,364.0
327,0.6500000000000001,21.0,385.0
328,0.6500000000000001,22.0,411.0
329,0.6500000000000001,23.0,424.0
330,0.6500000000000001,24.0,454.0
331,0.6500000000000001,25.0,480.0
332,0.6500000000000001,26.0,503.0
333,0.6500000000000001,27.0,526.0
334,0.6500000000000001,28.0,546.0
335,0.6500000000000001,29.0,562.0
336,0.7000000000000002,2.0,71.0
337,0.7000000000000002,3.0,88.0
338,0.7000000000000002,4.0,101.0
339,0.7000000000000002,5.0,118.0
340,0.7000000000000002,6.0,137.0
341,0.7000000000000002,7.0,149.0
342,0.7000000000000002,8.0,169.0
343,0.7000000000000002,9.0,183.0
344,0.7000000000000002,10.0,200.0
345,0.7000000000000002,11.0,209.0
346,0.7000000000000002,12.0,225.0
347,0.7000000000000002,13.0,236.0
348,0.7000000000000002,14.0,247.0
349,0.7000000000000002,15.0,268.0
350,0.7000000000000002,16.0,284.0
351,0.7000000000000002,17.0,301.0
352,0.7000000000000002,18.0,329.0
353,0.7000000000000002,19.0,340.0
354,0.7000000000000002,20.0,364.0
355,0.7000000000000002,21.0,385.0
356,0.7000000000000002,22.0,411.0
357,0.7000000000000002,23.0,424.0
358,0.7000000000000002,24.0,453.0
359,0.7000000000000002,25.0,478.0
360,0.7000000000000002,26.0,501.0
361,0.7000000000000002,27.0,526.0
362,0.7000000000000002,28.0,545.0
363,0.7000000000000002,29.0,561.0
364,0.7500000000000002,2.0,68.0
365,0.7500000000000002,3.0,87.0
366,0.7500000000000002,4.0,100.0
367,0.7500000000000002,5.0,118.0
368,0.7500000000000002,6.0,137.0
369,0.7500000000000002,7.0,149.0
370,0.7500000000000002,8.0,169.0
371,0.7500000000000002,9.0,183.0
372,0.7500000000000002,10.0,200.0
373,0.7500000000000002,11.0,209.0
374,0.7500000000000002,12.0,225.0
375,0.7500000000000002,13.0,236.0
376,0.7500000000000002,14.0,247.0
377,0.7500000000000002,15.0,268.0
378,0.7500000000000002,16.0,284.0
379,0.7500000000000002,17.0,301.0
380,0.7500000000000002,18.0,329.0
381,0.7500000000000002,19.0,340.0
382,0.7500000000000002,20.0,364.0
383,0.7500000000000002,21.0,385.0
384,0.7500000000000002,22.0,411.0
385,0.7500000000000002,23.0,424.0
386,0.7500000000000002,24.0,453.0
387,0.7500000000000002,25.0,478.0
388,0.7500000000000002,26.0,501.0
389,0.7500000000000002,27.0,526.0
390,0.7500000000000002,28.0,544.0
391,0.7500000000000002,29.0,560.0
