,Eps,MinSamples,Misclassifications
139,0.30000000000000004,29.0,800.0
140,0.3500000000000001,2.0,184.0
141,0.3500000000000001,3.0,156.0
142,0.3500000000000001,4.0,157.0
143,0.3500000000000001,5.0,175.0
144,0.3500000000000001,6.0,191.0
145,0.3500000000000001,7.0,209.0
146,0.3500000000000001,8.0,215.0
147,0.3500000000000001,9.0,234.0
148,0.3500000000000001,10.0,267.0
149,0.3500000000000001,11.0,295.0
150,0.3500000000000001,12.0,320.0
151,0.3500000000000001,13.0,344.0
152,0.3500000000000001,14.0,381.0
153,0.3500000000000001,15.0,408.0
154,0.3500000000000001,16.0,446.0
155,0.3500000000000001,17.0,484.0
156,0.3500000000000001,18.0,522.0
157,0.3500000000000001,19.0,558.0
158,0.3500000000000001,20.0,598.0
159,0.3500000000000001,21.0,639.0
160,0.3500000000000001,22.0,670.0
161,0.3500000000000001,23.0,698.0
162,0.3500000000000001,24.0,727.0
163,0.3500000000000001,25.0,749.0
164,0.3500000000000001,26.0,768.0
165,0.3500000000000001,27.0,780.0
166,0.3500000000000001,28.0,787.0
167,0.3500000000000001,29.0,788.0
168,0.40000000000000013,2.0,133.0
169,0.40000000000000013,3.0,134.0
170,0.40000000000000013,4.0,145.0
171,0.40000000000000013,5.0,165.0
172,0.40000000000000013,6.0,183.0
173,0.40000000000000013,7.0,199.0
174,0.40000000000000013,8.0,215.0
175,0.40000000000000013,9.0,232.0
176,0.40000000000000013,10.0,258.0
177,0.40000000000000013,11.0,280.0
178,0.40000000000000013,12.0,308.0
179,0.40000000000000013,13.0,340.0
180,0.40000000000000013,14.0,368.0
181,0.40000000000000013,15.0,398.0
182,0.40000000000000013,16.0,429.0
183,0.40000000000000013,17.0,462.0
184,0.40000000000000013,18.0,502.0
185,0.40000000000000013,19.0,538.0
186,0.40000000000000013,20.0,574.0
187,0.40000000000000013,21.0,619.0
188,0.40000000000000013,22.0,654.0
189,0.40000000000000013,23.0,681.0
190,0.40000000000000013,24.0,710.0
191,0.40000000000000013,25.0,730.0
192,0.40000000000000013,26.0,753.0
193,0.40000000000000013,27.0,769.0
194,0.40000000000000013,28.0,781.0
195,0.40000000000000013,29.0,783.0
196,0.45000000000000007,2.0,106.0
197,0.45000000000000007,3.0,117.0
198,0.45000000000000007,4.0,132.0
199,0.45000000000000007,5.0,155.0
200,0.45000000000000007,6.0,174.0
201,0.45000000000000007,7.0,194.0
202,0.45000000000000007,8.0,214.0
203,0.45000000000000007,9.0,230.0
204,0.45000000000000007,10.0,257.0
205,0.45000000000000007,11.0,276.0
206,0.45000000000000007,12.0,305.0
207,0.45000000000000007,13.0,329.0
208,0.45000000000000007,14.0,363.0
209,0.45000000000000007,15.0,393.0
210,0.45000000000000007,16.0,426.0
211,0.45000000000000007,17.0,455.0
212,0.45000000000000007,18.0,493.0
213,0.45000000000000007,19.0,531.0
214,0.45000000000000007,20.0,568.0
215,0.45000000000000007,21.0,613.0
216,0.45000000000000007,22.0,646.0
217,0.45000000000000007,23.0,676.0
218,0.45000000000000007,24.0,706.0
219,0.45000000000000007,25.0,726.0
220,0.45000000000000007,26.0,749.0
221,0.45000000000000007,27.0,760.0
222,0.45000000000000007,28.0,776.0
223,0.45000000000000007,29.0,782.0
224,0.5000000000000001,2.0,93.0
225,0.5000000000000001,3.0,108.0
226,0.5000000000000001,4.0,131.0
227,0.5000000000000001,5.0,155.0
228,0.5000000000000001,6.0,173.0
229,0.5000000000000001,7.0,193.0
230,0.5000000000000001,8.0,216.0
231,0.5000000000000001,9.0,233.0
232,0.5000000000000001,10.0,254.0
233,0.5000000000000001,11.0,278.0
234,0.5000000000000001,12.0,307.0
235,0.5000000000000001,13.0,333.0
236,0.5000000000000001,14.0,365.0
237,0.5000000000000001,15.0,392.0
238,0.5000000000000001,16.0,424.0
239,0.5000000000000001,17.0,455.0
240,0.5000000000000001,18.0,494.0
241,0.5000000000000001,19.0,529.0
242,0.5000000000000001,20.0,566.0
243,0.5000000000000001,21.0,612.0
244,0.5000000000000001,22.0,642.0
245,0.5000000000000001,23.0,673.0
246,0.5000000000000001,24.0,701.0
247,0.5000000000000001,25.0,724.0
248,0.5000000000000001,26.0,749.0
249,0.5000000000000001,27.0,761.0
250,0.5000000000000001,28.0,776.0
251,0.5000000000000001,29.0,781.0
252,0.5500000000000002,2.0,99.0
253,0.5500000000000002,3.0,114.0
254,0.5500000000000002,4.0,137.0
255,0.5500000000000002,5.0,161.0
256,0.5500000000000002,6.0,177.0
257,0.5500000000000002,7.0,196.0
258,0.5500000000000002,8.0,219.0
259,0.5500000000000002,9.0,236.0
260,0.5500000000000002,10.0,260.0
261,0.5500000000000002,11.0,284.0
262,0.5500000000000002,12.0,309.0
263,0.5500000000000002,13.0,334.0
264,0.5500000000000002,14.0,366.0
265,0.5500000000000002,15.0,394.0
266,0.5500000000000002,16.0,425.0
267,0.5500000000000002,17.0,457.0
268,0.5500000000000002,18.0,492.0
269,0.5500000000000002,19.0,528.0
270,0.5500000000000002,20.0,565.0
271,0.5500000000000002,21.0,611.0
272,0.5500000000000002,22.0,643.0
273,0.5500000000000002,23.0,674.0
274,0.5500000000000002,24.0,699.0
275,0.5500000000000002,25.0,723.0
276,0.5500000000000002,26.0,747.0
277,0.5500000000000002,27.0,759.0
278,0.5500000000000002,28.0,775.0
279,0.5500000000000002,29.0,780.0
280,0.6000000000000002,2.0,102.0
281,0.6000000000000002,3.0,119.0
282,0.6000000000000002,4.0,142.0
283,0.6000000000000002,5.0,167.0
284,0.6000000000000002,6.0,181.0
285,0.6000000000000002,7.0,202.0
286,0.6000000000000002,8.0,224.0
287,0.6000000000000002,9.0,241.0
288,0.6000000000000002,10.0,265.0
289,0.6000000000000002,11.0,287.0
290,0.6000000000000002,12.0,313.0
291,0.6000000000000002,13.0,338.0
292,0.6000000000000002,14.0,371.0
293,0.6000000000000002,15.0,397.0
294,0.6000000000000002,16.0,428.0
295,0.6000000000000002,17.0,458.0
296,0.6000000000000002,18.0,495.0
297,0.6000000000000002,19.0,532.0
298,0.6000000000000002,20.0,567.0
299,0.6000000000000002,21.0,611.0
300,0.6000000000000002,22.0,643.0
301,0.6000000000000002,23.0,674.0
302,0.6000000000000002,24.0,700.0
303,0.6000000000000002,25.0,723.0
304,0.6000000000000002,26.0,747.0
305,0.6000000000000002,27.0,760.0
306,0.6000000000000002,28.0,776.0
307,0.6000000000000002,29.0,780.0
308,0.6500000000000001,2.0,115.0
309,0.6500000000000001,3.0,132.0
310,0.6500000000000001,4.0,159.0
311,0.6500000000000001,5.0,183.0
312,0.6500000000000001,6.0,196.0
313,0.6500000000000001,7.0,217.0
314,0.6500000000000001,8.0,238.0
315,0.6500000000000001,9.0,255.0
316,0.6500000000000001,10.0,277.0
317,0.6500000000000001,11.0,298.0
318,0.6500000000000001,12.0,322.0
319,0.6500000000000001,13.0,347.0
320,0.6500000000000001,14.0,378.0
321,0.6500000000000001,15.0,406.0
322,0.6500000000000001,16.0,436.0
323,0.6500000000000001,17.0,464.0
324,0.6500000000000001,18.0,501.0
325,0.6500000000000001,19.0,535.0
326,0.6500000000000001,20.0,570.0
327,0.6500000000000001,21.0,613.0
328,0.6500000000000001,22.0,644.0
329,0.6500000000000001,23.0,675.0
330,0.6500000000000001,24.0,700.0
331,0.6500000000000001,25.0,724.0
332,0.6500000000000001,26.0,748.0
333,0.6500000000000001,27.0,760.0
334,0.6500000000000001,28.0,776.0
335,0.6500000000000001,29.0,780.0
336,0.7000000000000002,2.0,124.0
337,0.7000000000000002,3.0,141.0
338,0.7000000000000002,4.0,167.0
339,0.7000000000000002,5.0,191.0
340,0.7000000000000002,6.0,205.0
341,0.7000000000000002,7.0,226.0
342,0.7000000000000002,8.0,245.0
343,0.7000000000000002,9.0,263.0
344,0.7000000000000002,10.0,283.0
345,0.7000000000000002,11.0,304.0
346,0.7000000000000002,12.0,326.0
347,0.7000000000000002,13.0,352.0
348,0.7000000000000002,14.0,384.0
349,0.7000000000000002,15.0,412.0
350,0.7000000000000002,16.0,441.0
351,0.7000000000000002,17.0,470.0
352,0.7000000000000002,18.0,505.0
353,0.7000000000000002,19.0,541.0
354,0.7000000000000002,20.0,575.0
355,0.7000000000000002,21.0,618.0
356,0.7000000000000002,22.0,645.0
357,0.7000000000000002,23.0,676.0
358,0.7000000000000002,24.0,700.0
359,0.7000000000000002,25.0,724.0
360,0.7000000000000002,26.0,747.0
361,0.7000000000000002,27.0,760.0
362,0.7000000000000002,28.0,775.0
363,0.7000000000000002,29.0,780.0
364,0.7500000000000002,2.0,132.0
365,0.7500000000000002,3.0,151.0
366,0.7500000000000002,4.0,174.0
367,0.7500000000000002,5.0,201.0
368,0.7500000000000002,6.0,215.0
369,0.7500000000000002,7.0,234.0
370,0.7500000000000002,8.0,255.0
371,0.7500000000000002,9.0,273.0
372,0.7500000000000002,10.0,294.0
373,0.7500000000000002,11.0,314.0
374,0.7500000000000002,12.0,335.0
375,0.7500000000000002,13.0,360.0
376,0.7500000000000002,14.0,389.0
377,0.7500000000000002,15.0,418.0
378,0.7500000000000002,16.0,448.0
379,0.7500000000000002,17.0,477.0
380,0.7500000000000002,18.0,511.0
381,0.7500000000000002,19.0,545.0
382,0.7500000000000002,20.0,578.0
383,0.7500000000000002,21.0,621.0
384,0.7500000000000002,22.0,647.0
385,0.7500000000000002,23.0,678.0
386,0.7500000000000002,24.0,701.0
387,0.7500000000000002,25.0,725.0
388,0.7500000000000002,26.0,748.0
389,0.7500000000000002,27.0,761.0
390,0.7500000000000002,28.0,776.0
391,0.7500000000000002,29.0,781.0
