,TI,Group 16,xTi,yTi,xGroup16,yGroup16
0,1.0,1.0,1.0174692869186401,4.543570518493652,1.024384212035399,4.579814654130202
1,1.0,1.0,1.0154086351394653,4.545474529266357,0.9843178853303884,4.6041949782153795
2,1.0,1.0,0.9864729642868042,4.552473545074463,0.9088220486969174,4.5981088967561385
3,1.0,1.0,0.935487687587738,4.562946319580078,1.0026499765450192,4.568731907773329
4,1.0,1.0,0.9675504565238953,4.556620121002197,1.0749355090450303,4.636854364033591
5,1.0,1.0,,,0.9892546950363186,4.636201668865477
6,1.0,1.0,0.987547755241394,4.608951091766357,1.0011226102303132,4.596138543431966
7,1.0,1.0,0.9980604648590088,4.612961292266846,0.9711667642423084,4.510045571858829
8,1.0,1.0,0.9856014847755432,4.619279384613037,0.9660767542983715,4.633569488459734
9,1.0,1.0,0.9711925983428955,4.6252946853637695,0.9138458988074598,4.672781776768533
10,1.0,1.0,0.9361420273780823,4.631105422973633,0.9176430900314047,4.618178696748541
11,1.0,1.0,0.9195286631584167,4.625866889953613,0.8867123234249815,4.596626394029936
12,1.0,1.0,0.9053436517715454,4.62233304977417,0.9653838461676847,4.532300651401697
13,1.0,1.0,0.9351588487625122,4.608660697937012,1.015218897138533,4.583279094858496
14,1.0,1.0,0.9999362826347351,4.592848777770996,0.922773085473564,4.648168047084954
15,1.0,1.0,0.9866634607315063,4.601351737976074,0.910433557866783,4.639928718814008
16,1.0,1.0,0.9381446838378906,4.617762088775635,0.9370987251368125,4.66786742478127
17,1.0,1.0,0.9286808371543884,4.6237263679504395,0.9548878577605068,4.6192110574739775
18,1.0,1.0,0.9424453973770142,4.6176018714904785,0.9497133774100213,4.685254686757658
19,1.0,1.0,0.9373032450675964,4.6205220222473145,0.9624643313360082,4.629249971021825
20,1.0,1.0,0.9438751935958862,4.611761569976807,0.920329359447576,4.537589897133222
21,1.0,1.0,0.9293203949928284,4.604833126068115,1.0376259754458501,4.581521709681925
22,1.0,1.0,0.9987640380859375,4.582911968231201,0.9817480773993361,4.607244153607523
23,1.0,1.0,0.9985945224761963,4.578506946563721,1.0285426623870189,4.592484607883871
24,1.0,1.0,1.0220532417297363,4.572195053100586,1.0165158211625576,4.654795059590526
25,1.0,1.0,1.017842173576355,4.579814434051514,0.9484870853312006,4.566714927424188
26,1.0,1.0,0.9906816482543945,4.578171253204346,0.9571258450841851,4.524024113561044
27,1.0,1.0,0.9596998691558838,4.5832929611206055,0.9737139670445277,4.6259262919198285
28,1.0,1.0,0.9517217874526978,4.5849761962890625,0.9129229788246375,4.5516452036805415
29,1.0,1.0,0.9286843538284302,4.5813307762146,0.9412945429591983,4.526536806914218
30,1.0,1.0,0.9336750507354736,4.569138050079346,1.0154445424102865,4.565975673313348
31,1.0,1.0,0.9864285588264465,4.5551605224609375,0.8821529756760159,4.625180103557044
32,1.0,1.0,0.9618210196495056,4.558986186981201,0.936996763972991,4.534643165212195
33,1.0,1.0,0.959928035736084,4.550292491912842,0.9393029716461879,4.511134232614819
34,1.0,1.0,0.952925980091095,4.542099952697754,1.0097344980384586,4.53682002253519
35,1.0,1.0,0.9915823936462402,4.533389568328857,0.9749322042789449,4.620852629920409
36,1.0,1.0,0.9822426438331604,4.550714492797852,0.9549421628525728,4.580172211242875
37,1.0,1.0,0.9760748744010925,4.55674409866333,0.989319877257212,4.648464227074286
38,1.0,1.0,0.984697163105011,4.565348148345947,0.9942949314130697,4.49518384962292
39,1.0,1.0,0.9714604020118713,4.571768760681152,0.9903953262552069,4.623399680157595
40,1.0,1.0,0.9922617673873901,4.565470218658447,0.9599322079566647,4.605376492078542
41,1.0,1.0,0.9849019050598145,4.564391136169434,0.9185415456079434,4.619753225290281
42,1.0,1.0,0.9652315974235535,4.566457748413086,0.9787768654351511,4.607665906048552
43,1.0,1.0,0.9791434407234192,4.566188812255859,0.9316552572911876,4.62210353656471
44,1.0,1.0,0.9548311829566956,4.573824882507324,0.9421583894999301,4.628494251891088
45,1.0,1.0,0.9478763341903687,4.5760369300842285,0.9680037129429292,4.605655082012624
46,1.0,1.0,0.9532522559165955,4.5765604972839355,0.9681812610322963,4.592667653945063
