,Number Of People,Iteration,Runtime,With/Without
9095,5,548,58,Without Preliminary Noise Reduction
9096,5,549,38,With Preliminary Noise Reduction
9097,5,549,59,Without Preliminary Noise Reduction
9098,5,550,38,With Preliminary Noise Reduction
9099,5,550,49,Without Preliminary Noise Reduction
9100,5,551,31,With Preliminary Noise Reduction
9101,5,551,45,Without Preliminary Noise Reduction
9102,5,552,40,With Preliminary Noise Reduction
9103,5,552,40,Without Preliminary Noise Reduction
9104,5,553,38,With Preliminary Noise Reduction
9105,5,553,41,Without Preliminary Noise Reduction
9106,5,554,36,With Preliminary Noise Reduction
9107,5,554,56,Without Preliminary Noise Reduction
9108,5,555,36,With Preliminary Noise Reduction
9109,5,555,59,Without Preliminary Noise Reduction
9110,5,556,36,With Preliminary Noise Reduction
9111,5,556,56,Without Preliminary Noise Reduction
9112,5,557,36,With Preliminary Noise Reduction
9113,5,557,46,Without Preliminary Noise Reduction
9114,5,558,39,With Preliminary Noise Reduction
9115,5,558,48,Without Preliminary Noise Reduction
9116,5,559,30,With Preliminary Noise Reduction
9117,5,559,45,Without Preliminary Noise Reduction
9118,5,560,37,With Preliminary Noise Reduction
9119,5,560,53,Without Preliminary Noise Reduction
9120,5,561,39,With Preliminary Noise Reduction
9121,5,561,42,Without Preliminary Noise Reduction
9122,5,562,36,With Preliminary Noise Reduction
9123,5,562,49,Without Preliminary Noise Reduction
9124,5,563,37,With Preliminary Noise Reduction
9125,5,563,43,Without Preliminary Noise Reduction
9126,5,564,32,With Preliminary Noise Reduction
9127,5,564,51,Without Preliminary Noise Reduction
9128,5,565,40,With Preliminary Noise Reduction
9129,5,565,47,Without Preliminary Noise Reduction
9130,5,566,40,With Preliminary Noise Reduction
9131,5,566,59,Without Preliminary Noise Reduction
9132,5,567,40,With Preliminary Noise Reduction
9133,5,567,42,Without Preliminary Noise Reduction
9134,5,568,30,With Preliminary Noise Reduction
9135,5,568,51,Without Preliminary Noise Reduction
9136,5,569,33,With Preliminary Noise Reduction
9137,5,569,51,Without Preliminary Noise Reduction
9138,5,570,30,With Preliminary Noise Reduction
9139,5,570,40,Without Preliminary Noise Reduction
9140,5,571,38,With Preliminary Noise Reduction
9141,5,571,55,Without Preliminary Noise Reduction
9142,5,572,30,With Preliminary Noise Reduction
9143,5,572,43,Without Preliminary Noise Reduction
9144,5,573,34,With Preliminary Noise Reduction
9145,5,573,60,Without Preliminary Noise Reduction
9146,5,574,39,With Preliminary Noise Reduction
9147,5,574,45,Without Preliminary Noise Reduction
9148,5,575,38,With Preliminary Noise Reduction
9149,5,575,41,Without Preliminary Noise Reduction
9150,5,576,40,With Preliminary Noise Reduction
9151,5,576,42,Without Preliminary Noise Reduction
9152,5,577,32,With Preliminary Noise Reduction
9153,5,577,52,Without Preliminary Noise Reduction
9154,5,578,38,With Preliminary Noise Reduction
9155,5,578,45,Without Preliminary Noise Reduction
9156,5,579,36,With Preliminary Noise Reduction
9157,5,579,58,Without Preliminary Noise Reduction
9158,5,580,31,With Preliminary Noise Reduction
9159,5,580,41,Without Preliminary Noise Reduction
9160,5,581,39,With Preliminary Noise Reduction
9161,5,581,45,Without Preliminary Noise Reduction
9162,5,582,31,With Preliminary Noise Reduction
9163,5,582,52,Without Preliminary Noise Reduction
9164,5,583,38,With Preliminary Noise Reduction
9165,5,583,50,Without Preliminary Noise Reduction
9166,5,584,31,With Preliminary Noise Reduction
9167,5,584,55,Without Preliminary Noise Reduction
9168,5,585,30,With Preliminary Noise Reduction
9169,5,585,49,Without Preliminary Noise Reduction
9170,5,586,34,With Preliminary Noise Reduction
9171,5,586,53,Without Preliminary Noise Reduction
9172,5,587,39,With Preliminary Noise Reduction
9173,5,587,47,Without Preliminary Noise Reduction
9174,5,588,39,With Preliminary Noise Reduction
9175,5,588,51,Without Preliminary Noise Reduction
9176,5,589,40,With Preliminary Noise Reduction
9177,5,589,60,Without Preliminary Noise Reduction
9178,5,590,40,With Preliminary Noise Reduction
9179,5,590,41,Without Preliminary Noise Reduction
9180,5,591,30,With Preliminary Noise Reduction
9181,5,591,52,Without Preliminary Noise Reduction
9182,5,592,40,With Preliminary Noise Reduction
9183,5,592,42,Without Preliminary Noise Reduction
9184,5,593,30,With Preliminary Noise Reduction
9185,5,593,51,Without Preliminary Noise Reduction
9186,5,594,32,With Preliminary Noise Reduction
9187,5,594,44,Without Preliminary Noise Reduction
9188,5,595,31,With Preliminary Noise Reduction
9189,5,595,60,Without Preliminary Noise Reduction
9190,5,596,37,With Preliminary Noise Reduction
9191,5,596,54,Without Preliminary Noise Reduction
9192,5,597,35,With Preliminary Noise Reduction
9193,5,597,50,Without Preliminary Noise Reduction
9194,5,598,39,With Preliminary Noise Reduction
9195,5,598,40,Without Preliminary Noise Reduction
9196,5,599,36,With Preliminary Noise Reduction
9197,5,599,54,Without Preliminary Noise Reduction
9198,5,600,30,With Preliminary Noise Reduction
9199,5,600,41,Without Preliminary Noise Reduction
9200,5,601,37,With Preliminary Noise Reduction
9201,5,601,57,Without Preliminary Noise Reduction
9202,5,602,31,With Preliminary Noise Reduction
9203,5,602,60,Without Preliminary Noise Reduction
9204,5,603,31,With Preliminary Noise Reduction
9205,5,603,43,Without Preliminary Noise Reduction
9206,5,604,34,With Preliminary Noise Reduction
9207,5,604,47,Without Preliminary Noise Reduction
9208,5,605,32,With Preliminary Noise Reduction
9209,5,605,42,Without Preliminary Noise Reduction
9210,5,606,35,With Preliminary Noise Reduction
9211,5,606,48,Without Preliminary Noise Reduction
9212,5,607,37,With Preliminary Noise Reduction
9213,5,607,41,Without Preliminary Noise Reduction
9214,5,608,33,With Preliminary Noise Reduction
9215,5,608,46,Without Preliminary Noise Reduction
9216,5,609,30,With Preliminary Noise Reduction
9217,5,609,55,Without Preliminary Noise Reduction
9218,5,610,35,With Preliminary Noise Reduction
9219,5,610,43,Without Preliminary Noise Reduction
9220,5,611,31,With Preliminary Noise Reduction
9221,5,611,51,Without Preliminary Noise Reduction
9222,5,612,40,With Preliminary Noise Reduction
9223,5,612,58,Without Preliminary Noise Reduction
9224,5,613,30,With Preliminary Noise Reduction
9225,5,613,55,Without Preliminary Noise Reduction
9226,5,614,35,With Preliminary Noise Reduction
9227,5,614,55,Without Preliminary Noise Reduction
9228,5,615,40,With Preliminary Noise Reduction
9229,5,615,48,Without Preliminary Noise Reduction
9230,5,616,30,With Preliminary Noise Reduction
9231,5,616,57,Without Preliminary Noise Reduction
9232,5,617,31,With Preliminary Noise Reduction
9233,5,617,50,Without Preliminary Noise Reduction
9234,5,618,36,With Preliminary Noise Reduction
9235,5,618,56,Without Preliminary Noise Reduction
9236,5,619,37,With Preliminary Noise Reduction
9237,5,619,55,Without Preliminary Noise Reduction
9238,5,620,34,With Preliminary Noise Reduction
9239,5,620,49,Without Preliminary Noise Reduction
9240,5,621,39,With Preliminary Noise Reduction
9241,5,621,60,Without Preliminary Noise Reduction
9242,5,622,33,With Preliminary Noise Reduction
9243,5,622,57,Without Preliminary Noise Reduction
9244,5,623,30,With Preliminary Noise Reduction
9245,5,623,41,Without Preliminary Noise Reduction
9246,5,624,36,With Preliminary Noise Reduction
9247,5,624,60,Without Preliminary Noise Reduction
9248,5,625,38,With Preliminary Noise Reduction
9249,5,625,56,Without Preliminary Noise Reduction
9250,5,626,37,With Preliminary Noise Reduction
9251,5,626,43,Without Preliminary Noise Reduction
9252,5,627,40,With Preliminary Noise Reduction
9253,5,627,40,Without Preliminary Noise Reduction
9254,5,628,30,With Preliminary Noise Reduction
9255,5,628,52,Without Preliminary Noise Reduction
9256,5,629,37,With Preliminary Noise Reduction
9257,5,629,45,Without Preliminary Noise Reduction
9258,5,630,36,With Preliminary Noise Reduction
9259,5,630,46,Without Preliminary Noise Reduction
9260,5,631,39,With Preliminary Noise Reduction
9261,5,631,40,Without Preliminary Noise Reduction
9262,5,632,34,With Preliminary Noise Reduction
9263,5,632,40,Without Preliminary Noise Reduction
9264,5,633,36,With Preliminary Noise Reduction
9265,5,633,41,Without Preliminary Noise Reduction
9266,5,634,36,With Preliminary Noise Reduction
9267,5,634,48,Without Preliminary Noise Reduction
9268,5,635,38,With Preliminary Noise Reduction
9269,5,635,43,Without Preliminary Noise Reduction
9270,5,636,30,With Preliminary Noise Reduction
9271,5,636,54,Without Preliminary Noise Reduction
9272,5,637,31,With Preliminary Noise Reduction
9273,5,637,52,Without Preliminary Noise Reduction
9274,5,638,40,With Preliminary Noise Reduction
9275,5,638,48,Without Preliminary Noise Reduction
9276,5,639,36,With Preliminary Noise Reduction
9277,5,639,54,Without Preliminary Noise Reduction
9278,5,640,34,With Preliminary Noise Reduction
9279,5,640,58,Without Preliminary Noise Reduction
9280,5,641,40,With Preliminary Noise Reduction
9281,5,641,59,Without Preliminary Noise Reduction
9282,5,642,37,With Preliminary Noise Reduction
9283,5,642,47,Without Preliminary Noise Reduction
9284,5,643,35,With Preliminary Noise Reduction
9285,5,643,58,Without Preliminary Noise Reduction
9286,5,644,33,With Preliminary Noise Reduction
9287,5,644,42,Without Preliminary Noise Reduction
9288,5,645,37,With Preliminary Noise Reduction
9289,5,645,57,Without Preliminary Noise Reduction
9290,5,646,33,With Preliminary Noise Reduction
9291,5,646,53,Without Preliminary Noise Reduction
9292,5,647,36,With Preliminary Noise Reduction
9293,5,647,60,Without Preliminary Noise Reduction
9294,5,648,36,With Preliminary Noise Reduction
9295,5,648,55,Without Preliminary Noise Reduction
9296,5,649,33,With Preliminary Noise Reduction
9297,5,649,52,Without Preliminary Noise Reduction
9298,5,650,31,With Preliminary Noise Reduction
9299,5,650,42,Without Preliminary Noise Reduction
9300,5,651,33,With Preliminary Noise Reduction
9301,5,651,60,Without Preliminary Noise Reduction
9302,5,652,40,With Preliminary Noise Reduction
9303,5,652,43,Without Preliminary Noise Reduction
9304,5,653,37,With Preliminary Noise Reduction
9305,5,653,60,Without Preliminary Noise Reduction
9306,5,654,33,With Preliminary Noise Reduction
9307,5,654,48,Without Preliminary Noise Reduction
9308,5,655,33,With Preliminary Noise Reduction
9309,5,655,41,Without Preliminary Noise Reduction
9310,5,656,39,With Preliminary Noise Reduction
9311,5,656,50,Without Preliminary Noise Reduction
9312,5,657,30,With Preliminary Noise Reduction
9313,5,657,44,Without Preliminary Noise Reduction
9314,5,658,40,With Preliminary Noise Reduction
9315,5,658,53,Without Preliminary Noise Reduction
9316,5,659,31,With Preliminary Noise Reduction
9317,5,659,54,Without Preliminary Noise Reduction
9318,5,660,30,With Preliminary Noise Reduction
9319,5,660,40,Without Preliminary Noise Reduction
9320,5,661,31,With Preliminary Noise Reduction
9321,5,661,48,Without Preliminary Noise Reduction
9322,5,662,40,With Preliminary Noise Reduction
9323,5,662,44,Without Preliminary Noise Reduction
9324,5,663,32,With Preliminary Noise Reduction
9325,5,663,52,Without Preliminary Noise Reduction
9326,5,664,36,With Preliminary Noise Reduction
9327,5,664,54,Without Preliminary Noise Reduction
9328,5,665,33,With Preliminary Noise Reduction
9329,5,665,55,Without Preliminary Noise Reduction
9330,5,666,36,With Preliminary Noise Reduction
9331,5,666,53,Without Preliminary Noise Reduction
9332,5,667,39,With Preliminary Noise Reduction
9333,5,667,58,Without Preliminary Noise Reduction
9334,5,668,38,With Preliminary Noise Reduction
9335,5,668,56,Without Preliminary Noise Reduction
9336,5,669,33,With Preliminary Noise Reduction
9337,5,669,59,Without Preliminary Noise Reduction
9338,5,670,34,With Preliminary Noise Reduction
9339,5,670,42,Without Preliminary Noise Reduction
9340,5,671,30,With Preliminary Noise Reduction
9341,5,671,54,Without Preliminary Noise Reduction
9342,5,672,31,With Preliminary Noise Reduction
9343,5,672,59,Without Preliminary Noise Reduction
9344,5,673,38,With Preliminary Noise Reduction
9345,5,673,51,Without Preliminary Noise Reduction
9346,5,674,40,With Preliminary Noise Reduction
9347,5,674,44,Without Preliminary Noise Reduction
9348,5,675,37,With Preliminary Noise Reduction
9349,5,675,49,Without Preliminary Noise Reduction
9350,5,676,40,With Preliminary Noise Reduction
9351,5,676,54,Without Preliminary Noise Reduction
9352,5,677,40,With Preliminary Noise Reduction
9353,5,677,52,Without Preliminary Noise Reduction
9354,5,678,38,With Preliminary Noise Reduction
9355,5,678,58,Without Preliminary Noise Reduction
9356,5,679,40,With Preliminary Noise Reduction
9357,5,679,51,Without Preliminary Noise Reduction
9358,5,680,34,With Preliminary Noise Reduction
9359,5,680,46,Without Preliminary Noise Reduction
9360,5,681,35,With Preliminary Noise Reduction
9361,5,681,50,Without Preliminary Noise Reduction
9362,5,682,38,With Preliminary Noise Reduction
9363,5,682,46,Without Preliminary Noise Reduction
9364,5,683,31,With Preliminary Noise Reduction
9365,5,683,43,Without Preliminary Noise Reduction
9366,5,684,34,With Preliminary Noise Reduction
9367,5,684,48,Without Preliminary Noise Reduction
9368,5,685,37,With Preliminary Noise Reduction
9369,5,685,56,Without Preliminary Noise Reduction
9370,5,686,33,With Preliminary Noise Reduction
9371,5,686,52,Without Preliminary Noise Reduction
9372,5,687,33,With Preliminary Noise Reduction
9373,5,687,44,Without Preliminary Noise Reduction
9374,5,688,31,With Preliminary Noise Reduction
9375,5,688,60,Without Preliminary Noise Reduction
9376,5,689,31,With Preliminary Noise Reduction
9377,5,689,55,Without Preliminary Noise Reduction
9378,5,690,37,With Preliminary Noise Reduction
9379,5,690,42,Without Preliminary Noise Reduction
9380,5,691,36,With Preliminary Noise Reduction
9381,5,691,43,Without Preliminary Noise Reduction
9382,5,692,37,With Preliminary Noise Reduction
9383,5,692,55,Without Preliminary Noise Reduction
9384,5,693,35,With Preliminary Noise Reduction
9385,5,693,48,Without Preliminary Noise Reduction
9386,5,694,36,With Preliminary Noise Reduction
9387,5,694,49,Without Preliminary Noise Reduction
9388,5,695,31,With Preliminary Noise Reduction
9389,5,695,53,Without Preliminary Noise Reduction
9390,5,696,34,With Preliminary Noise Reduction
9391,5,696,52,Without Preliminary Noise Reduction
9392,5,697,35,With Preliminary Noise Reduction
9393,5,697,47,Without Preliminary Noise Reduction
9394,5,698,35,With Preliminary Noise Reduction
9395,5,698,43,Without Preliminary Noise Reduction
9396,5,699,34,With Preliminary Noise Reduction
9397,5,699,48,Without Preliminary Noise Reduction
9398,5,700,40,With Preliminary Noise Reduction
9399,5,700,49,Without Preliminary Noise Reduction
9400,5,701,38,With Preliminary Noise Reduction
9401,5,701,45,Without Preliminary Noise Reduction
9402,5,702,37,With Preliminary Noise Reduction
9403,5,702,54,Without Preliminary Noise Reduction
9404,5,703,30,With Preliminary Noise Reduction
9405,5,703,59,Without Preliminary Noise Reduction
9406,5,704,38,With Preliminary Noise Reduction
9407,5,704,40,Without Preliminary Noise Reduction
9408,5,705,35,With Preliminary Noise Reduction
9409,5,705,55,Without Preliminary Noise Reduction
9410,5,706,40,With Preliminary Noise Reduction
9411,5,706,43,Without Preliminary Noise Reduction
9412,5,707,31,With Preliminary Noise Reduction
9413,5,707,50,Without Preliminary Noise Reduction
9414,5,708,40,With Preliminary Noise Reduction
9415,5,708,40,Without Preliminary Noise Reduction
9416,5,709,40,With Preliminary Noise Reduction
9417,5,709,51,Without Preliminary Noise Reduction
9418,5,710,36,With Preliminary Noise Reduction
9419,5,710,52,Without Preliminary Noise Reduction
9420,5,711,33,With Preliminary Noise Reduction
9421,5,711,53,Without Preliminary Noise Reduction
9422,5,712,31,With Preliminary Noise Reduction
9423,5,712,47,Without Preliminary Noise Reduction
9424,5,713,30,With Preliminary Noise Reduction
9425,5,713,48,Without Preliminary Noise Reduction
9426,5,714,38,With Preliminary Noise Reduction
9427,5,714,40,Without Preliminary Noise Reduction
9428,5,715,35,With Preliminary Noise Reduction
